,ID,JSON_String,JSON_Dict,time_of_day,reason,vehicles
3328,76510554,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Two-Wheeler']}",NA,Collision,['Two-Wheeler']
3329,92009955,"{'time_of_day': 'night', 'reason': ['External influences'], 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': ['External influences'], 'vehicles': ['Car', 'Two-Wheeler']}",night,['External influences'],"['Car', 'Two-Wheeler']"
3330,76068222,"{'time_of_day': 'evening', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': ['Speed'], 'vehicles': ['Car']}",evening,['Speed'],['Car']
3331,96584782,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
3332,92788146,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,Negligence,"['Car', 'Commercial Vehicle']"
3333,78176482,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
3334,89368095,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
3335,80891698,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Visibility,"['Car', 'Commercial Vehicle']"
3336,78828155,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,['Speed'],"['Car', 'Commercial Vehicle']"
3337,77044024,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",morning,External influences,"['Car', 'Special Vehicle']"
3338,94026727,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3339,94015449,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3340,88306713,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3341,75717561,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
3342,92349761,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car']}",night,Collision,['Car']
3343,92745908,"{'time_of_day': ['morning', 'evening', 'night'], 'reason': ['Collision', 'Speed'], 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler']}","{'time_of_day': ['morning', 'evening', 'night'], 'reason': ['Collision', 'Speed'], 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler']}","['morning', 'evening', 'night']","['Collision', 'Speed']","['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler']"
3344,70777106,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
3345,75825824,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Negligence,"['Car', 'Commercial Vehicle']"
3346,91071467,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
3347,73970212,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}",morning,Collision,['Car']
3348,92326108,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
3349,91058879,"{'time_of_day': 'morning', 'reason': ['External influences'], 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': ['External influences'], 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler', 'Special Vehicle']}",morning,['External influences'],"['Commercial Vehicle', 'Car', 'Two-Wheeler', 'Special Vehicle']"
3350,95926843,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}",NA,Collision,"['Commercial Vehicle', 'Car', 'Two-Wheeler']"
3351,71089154,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}",afternoon,Negligence,['Car']
3352,77308780,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
3353,97039243,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}",morning,Speed,['Car']
3354,91040298,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'Car']}",NA,NA,"['Two-Wheeler', 'Car']"
3355,76376484,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
3356,92688292,"{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car']}",night,['Negligence'],['Car']
3357,77471581,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
3358,79763772,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car']}",night,Visibility,['Car']
3359,74703702,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
3360,91016107,"{'time_of_day': 'NA', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",NA,['Collision'],"['Car', 'Commercial Vehicle']"
3361,74207277,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}",morning,External influences,"['Two-Wheeler', 'Car']"
3362,89108331,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3363,74032403,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}",afternoon,Negligence,"['Car', 'Special Vehicle']"
3364,76860757,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3365,76863399,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
3366,73739984,"{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Car', 'Special Vehicle']}",morning,['Negligence'],"['Car', 'Special Vehicle']"
3367,76851911,"{'time_of_day': 'morning', 'reason': ['Visibility'], 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': ['Visibility'], 'vehicles': ['Car']}",morning,['Visibility'],['Car']
3368,93938866,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3369,93640223,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Collision,"['Car', 'Commercial Vehicle']"
3370,94652699,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
3371,96471932,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
3372,91844598,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
3373,77172995,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3374,96039607,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3375,74621724,"{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car']}",NA,['Speed'],['Car']
3376,74621128,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Speed,"['Car', 'Two-Wheeler']"
3377,75707082,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}",afternoon,External influences,['Car']
3378,94631702,"{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['Negligence'],"['Car', 'Commercial Vehicle']"
3379,93917163,"{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Special Vehicle', 'Car']}","{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Special Vehicle', 'Car']}",morning,['Negligence'],"['Two-Wheeler', 'Special Vehicle', 'Car']"
3380,93916728,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}",night,['Speed'],['Car']
3381,92627292,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}",morning,Negligence,"['Two-Wheeler', 'Car']"
3382,92627196,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}",morning,Negligence,"['Two-Wheeler', 'Car']"
3383,92214034,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Car', 'Special Vehicle']}",NA,Negligence,"['Special Vehicle', 'Car', 'Special Vehicle']"
3384,87350402,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
3385,72020619,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",night,External influences,"['Car', 'Special Vehicle']"
3386,92828903,"{'time_of_day': 'NA', 'reason': ['Negligence', 'Collision'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': ['Negligence', 'Collision'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle', 'Commercial Vehicle']}",NA,"['Negligence', 'Collision']","['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle', 'Commercial Vehicle']"
3387,76782081,"{'time_of_day': 'night', 'reason': ['Speed', 'Driving Under Influence'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Speed', 'Driving Under Influence'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,"['Speed', 'Driving Under Influence']","['Car', 'Commercial Vehicle']"
3388,76948670,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Car']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Car']}",night,Speed,"['Car', 'Car']"
3389,91163350,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
3390,76778411,"{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': ['Negligence'], 'vehicles': ['Car']}",morning,['Negligence'],['Car']
3391,93892694,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
3392,74481113,"{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car']}",evening,Collision,['Car']
3393,92816016,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3394,91798454,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
3395,74558773,"{'reason': 'Negligence', 'vehicles': ['Car']}","{'reason': 'Negligence', 'vehicles': ['Car']}",,Negligence,['Car']
3396,72987088,{},{},,,
3397,78503342,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,['Speed'],"['Car', 'Commercial Vehicle']"
3398,76719480,"{'time_of_day': 'evening', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': ['Speed'], 'vehicles': ['Car']}",evening,['Speed'],['Car']
3399,91930290,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3400,74517196,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Special Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Special Vehicle']}",afternoon,Negligence,['Special Vehicle']
3401,76652723,"{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",evening,Negligence,"['Car', 'Two-Wheeler']"
3402,90887101,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3403,88087304,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3404,91904419,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3405,73011898,"{'time_of_day': 'afternoon', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,['Collision'],"['Car', 'Commercial Vehicle']"
3406,75036890,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car']}",night,Speed,['Car']
3407,74468712,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
3408,74221789,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Negligence,"['Car', 'Commercial Vehicle']"
3409,91730751,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Speed,"['Car', 'Two-Wheeler']"
3410,91059039,"{'time_of_day': 'night', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['Collision'],"['Car', 'Commercial Vehicle']"
3411,76967576,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car']}",morning,['Speed'],['Car']
3412,76624172,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
3413,95155907,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['Speed'],"['Car', 'Commercial Vehicle']"
3414,73242233,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}",night,['Speed'],['Car']
3415,91860595,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3416,89005897,{},{},,,
3417,76521560,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3418,91845040,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Car', 'Commercial Vehicle']}",NA,Speed,"['Car', 'Car', 'Commercial Vehicle']"
3419,76775093,{},{},,,
3420,76496811,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}",afternoon,Negligence,['Car']
3421,92477391,"{'time_of_day': ['morning', 'night']}","{'time_of_day': ['morning', 'night']}","['morning', 'night']",,
3422,94491115,"{'time_of_day': 'afternoon', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,['Collision'],"['Car', 'Commercial Vehicle']"
3423,89694482,"{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}",NA,['Speed'],"['Two-Wheeler', 'Car']"
3424,90967452,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}",NA,NA,"['Commercial Vehicle', 'Car', 'Two-Wheeler']"
3425,91651467,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
3426,94455275,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3427,92654484,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3428,93741496,"{'time_of_day': 'night', 'reason': ['Negligence', 'External influences'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Negligence', 'External influences'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,"['Negligence', 'External influences']","['Car', 'Commercial Vehicle']"
3429,95089632,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3430,94108713,"{'time_of_day': ['morning', 'morning'], 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': ['morning', 'morning'], 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","['morning', 'morning']",Negligence,"['Car', 'Commercial Vehicle']"
3431,95667941,"{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}","{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}",afternoon,Collision,"['Car', 'Commercial Vehicle', 'Two-Wheeler']"
3432,91606636,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
3433,92407380,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
3434,76377567,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}",morning,Collision,"['Two-Wheeler', 'Special Vehicle']"
3435,89627232,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
3436,93703187,"{'time_of_day': ['afternoon', 'night'], 'reason': ['Speed', 'Driving Under Influence'], 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': ['afternoon', 'night'], 'reason': ['Speed', 'Driving Under Influence'], 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}","['afternoon', 'night']","['Speed', 'Driving Under Influence']","['Car', 'Two-Wheeler', 'Two-Wheeler']"
3437,90718599,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",morning,External influences,"['Car', 'Special Vehicle']"
3438,95287034,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
3439,88379025,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}",morning,External influences,"['Car', 'Two-Wheeler']"
3440,79328606,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
3441,93684643,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
3442,90886542,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
3443,92344741,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,External influences,"['Car', 'Commercial Vehicle']"
3444,76285427,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
3445,88347037,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
3446,95034786,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
